trackName;artistName;endTime;msPlayed;TrackID;Popularity;msDuration;Release_day;Uri;Acousticness;Danceability;Energy;Speechiness;Instrumentalness;Liveness;Valence;Loudeness;Tempo;Time_signature;Key;Mode;uri2;id2
Pazzo di te;Renga Nek;08/02/2024 15:22;1811;7LGXYz8Msr0ra2XggR8F3b;59;177692;07/02/2024;spotify:track:7LGXYz8Msr0ra2XggR8F3b;0.0706;0.496;0.684;0.04;0.0;0.204;0.315;-5.33;129.948;4;10;1;spotify:track:7LGXYz8Msr0ra2XggR8F3b;7LGXYz8Msr0ra2XggR8F3b
Capolavoro;Il Volo;08/02/2024 15:22;4667;7eJmxii4Ez8scjzDF0V9v6;66;198421;07/02/2024;spotify:track:7eJmxii4Ez8scjzDF0V9v6;0.225;0.492;0.56;0.0308;2.17e-06;0.113;0.249;-6.178;143.725;4;3;1;spotify:track:7eJmxii4Ez8scjzDF0V9v6;7eJmxii4Ez8scjzDF0V9v6
GOVERNO PUNK;bnkr44;08/02/2024 15:22;1646;7He9P5gjaE4cmQOquezZnl;69;205312;07/02/2024;spotify:track:7He9P5gjaE4cmQOquezZnl;0.226;0.688;0.859;0.0414;0.0;0.174;0.61;-4.871;128.015;4;4;1;spotify:track:7He9P5gjaE4cmQOquezZnl;7He9P5gjaE4cmQOquezZnl
finiscimi;sangiovanni;08/02/2024 15:22;975;2c0lqanQ7Yz8f7VaAfgqqt;64;191629;07/02/2024;spotify:track:2c0lqanQ7Yz8f7VaAfgqqt;0.396;0.455;0.535;0.0514;0.0;0.212;0.199;-6.461;155.486;4;0;0;spotify:track:2c0lqanQ7Yz8f7VaAfgqqt;2c0lqanQ7Yz8f7VaAfgqqt
FRAGILI;Il Tre;08/02/2024 15:22;186515;6mhZd9yNJpyT2Qynx9FuhI;69;189193;07/02/2024;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;0.163;0.495;0.777;0.063;0.0;0.0542;0.658;-5.384;124.038;4;9;1;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;6mhZd9yNJpyT2Qynx9FuhI
Mariposa;Fiorella Mannoia;08/02/2024 15:22;2809;5FV2fsK9sFL4D5uwX8zAgk;65;177947;07/02/2024;spotify:track:5FV2fsK9sFL4D5uwX8zAgk;0.0824;0.681;0.844;0.0747;0.0;0.143;0.707;-3.303;94.982;4;10;0;spotify:track:5FV2fsK9sFL4D5uwX8zAgk;5FV2fsK9sFL4D5uwX8zAgk
FRAGILI;Il Tre;08/02/2024 14:45;181115;6mhZd9yNJpyT2Qynx9FuhI;69;189193;07/02/2024;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;0.163;0.495;0.777;0.063;0.0;0.0542;0.658;-5.384;124.038;4;9;1;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;6mhZd9yNJpyT2Qynx9FuhI
GOVERNO PUNK;bnkr44;08/02/2024 14:42;13991;7He9P5gjaE4cmQOquezZnl;69;205312;07/02/2024;spotify:track:7He9P5gjaE4cmQOquezZnl;0.226;0.688;0.859;0.0414;0.0;0.174;0.61;-4.871;128.015;4;4;1;spotify:track:7He9P5gjaE4cmQOquezZnl;7He9P5gjaE4cmQOquezZnl
FRAGILI;Il Tre;08/02/2024 14:41;189193;6mhZd9yNJpyT2Qynx9FuhI;69;189193;07/02/2024;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;0.163;0.495;0.777;0.063;0.0;0.0542;0.658;-5.384;124.038;4;9;1;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;6mhZd9yNJpyT2Qynx9FuhI
Piume;Leo Gassmann;08/02/2024 14:38;18436;7BRAnTqF6QSoyVRKx6wAKD;29;197232;23/11/2018;spotify:track:7BRAnTqF6QSoyVRKx6wAKD;0.103;0.466;0.683;0.0325;0.0;0.0756;0.204;-5.35;78.045;4;2;1;spotify:track:7BRAnTqF6QSoyVRKx6wAKD;7BRAnTqF6QSoyVRKx6wAKD
FRAGILI;Il Tre;08/02/2024 09:56;188987;6mhZd9yNJpyT2Qynx9FuhI;69;189193;07/02/2024;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;0.163;0.495;0.777;0.063;0.0;0.0542;0.658;-5.384;124.038;4;9;1;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;6mhZd9yNJpyT2Qynx9FuhI
FRAGILI;Il Tre;08/02/2024 09:53;189194;6mhZd9yNJpyT2Qynx9FuhI;69;189193;07/02/2024;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;0.163;0.495;0.777;0.063;0.0;0.0542;0.658;-5.384;124.038;4;9;1;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;6mhZd9yNJpyT2Qynx9FuhI
FRAGILI;Il Tre;08/02/2024 09:49;189080;6mhZd9yNJpyT2Qynx9FuhI;69;189193;07/02/2024;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;0.163;0.495;0.777;0.063;0.0;0.0542;0.658;-5.384;124.038;4;9;1;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;6mhZd9yNJpyT2Qynx9FuhI
FRAGILI;Il Tre;08/02/2024 09:46;189082;6mhZd9yNJpyT2Qynx9FuhI;69;189193;07/02/2024;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;0.163;0.495;0.777;0.063;0.0;0.0542;0.658;-5.384;124.038;4;9;1;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;6mhZd9yNJpyT2Qynx9FuhI
FRAGILI;Il Tre;08/02/2024 09:43;376995;6mhZd9yNJpyT2Qynx9FuhI;69;189193;07/02/2024;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;0.163;0.495;0.777;0.063;0.0;0.0542;0.658;-5.384;124.038;4;9;1;spotify:track:6mhZd9yNJpyT2Qynx9FuhI;6mhZd9yNJpyT2Qynx9FuhI
Ti muovi;Diodato;08/02/2024 09:37;186289;40RfNjN5fm9DhlLAYkF6RL;65;186387;07/02/2024;spotify:track:40RfNjN5fm9DhlLAYkF6RL;0.0194;0.435;0.572;0.0371;0.0;0.115;0.322;-6.98;148.495;3;6;0;spotify:track:40RfNjN5fm9DhlLAYkF6RL;40RfNjN5fm9DhlLAYkF6RL
Onda Alta;Dargen D'Amico;08/02/2024 09:34;214421;586qiIWHIkjYnfwnIAFY38;69;214556;07/02/2024;spotify:track:586qiIWHIkjYnfwnIAFY38;0.265;0.487;0.773;0.145;0.0;0.301;0.609;-5.526;157.948;4;7;0;spotify:track:586qiIWHIkjYnfwnIAFY38;586qiIWHIkjYnfwnIAFY38
Ricominciamo tutto;Negramaro;08/02/2024 09:30;232770;6RgeK0h4fZ7JRSqbVwPG3Q;63;232800;07/02/2024;spotify:track:6RgeK0h4fZ7JRSqbVwPG3Q;0.0461;0.514;0.706;0.0519;0.0;0.116;0.209;-5.202;124.776;4;4;1;spotify:track:6RgeK0h4fZ7JRSqbVwPG3Q;6RgeK0h4fZ7JRSqbVwPG3Q
Casa Mia;Ghali;08/02/2024 09:26;210396;4cWrKV5SN7AknqPy4ryBDG;77;210541;07/02/2024;spotify:track:4cWrKV5SN7AknqPy4ryBDG;0.013;0.728;0.889;0.047;1.11e-05;0.363;0.624;-3.518;119.952;4;9;0;spotify:track:4cWrKV5SN7AknqPy4ryBDG;4cWrKV5SN7AknqPy4ryBDG
Vai!;Alfa;08/02/2024 09:23;156924;02fHDy3xEetr1EX6qw3Cas;73;156923;07/02/2024;spotify:track:02fHDy3xEetr1EX6qw3Cas;0.158;0.605;0.796;0.0633;0.0;0.132;0.526;-5.128;116.977;4;2;1;spotify:track:02fHDy3xEetr1EX6qw3Cas;02fHDy3xEetr1EX6qw3Cas
Tutto Qui;Gazzelle;08/02/2024 09:20;211669;2cpZJsQFxwHvBF0KB5dCaB;74;211783;07/02/2024;spotify:track:2cpZJsQFxwHvBF0KB5dCaB;0.714;0.554;0.531;0.0268;0.0;0.0932;0.356;-6.987;74.967;4;8;1;spotify:track:2cpZJsQFxwHvBF0KB5dCaB;2cpZJsQFxwHvBF0KB5dCaB
Pazza;Loredana Bertè;08/02/2024 09:16;167973;1MwyUklCSLF8heoph2ttFe;68;168166;07/02/2024;spotify:track:1MwyUklCSLF8heoph2ttFe;0.00344;0.703;0.894;0.0816;0.0;0.335;0.665;-3.846;119.999;4;0;1;spotify:track:1MwyUklCSLF8heoph2ttFe;1MwyUklCSLF8heoph2ttFe
APNEA;Emma;08/02/2024 09:14;180786;3qyidNdb5QNHLxAFJzTn6P;73;180923;07/02/2024;spotify:track:3qyidNdb5QNHLxAFJzTn6P;0.0777;0.674;0.861;0.321;0.0;0.0948;0.612;-4.469;130.304;4;0;0;spotify:track:3qyidNdb5QNHLxAFJzTn6P;3qyidNdb5QNHLxAFJzTn6P
DUE ALTALENE;Mr.Rain;08/02/2024 09:11;197112;6m4z69VDQ7zB2JQzTeWNom;69;197142;07/02/2024;spotify:track:6m4z69VDQ7zB2JQzTeWNom;0.467;0.38;0.564;0.0606;4.25e-05;0.542;0.399;-7.373;139.79;4;10;1;spotify:track:6m4z69VDQ7zB2JQzTeWNom;6m4z69VDQ7zB2JQzTeWNom
Tu No;Irama;08/02/2024 09:07;215389;5mQTzYTDDob48mOP3U9k7Q;74;215608;07/02/2024;spotify:track:5mQTzYTDDob48mOP3U9k7Q;0.326;0.583;0.628;0.0346;0.0;0.199;0.355;-5.143;122.002;4;3;1;spotify:track:5mQTzYTDDob48mOP3U9k7Q;5mQTzYTDDob48mOP3U9k7Q
UN RAGAZZO UNA RAGAZZA;The Kolors;08/02/2024 09:04;216915;60NDVF7fFIq13aO9rIN80c;76;217031;07/02/2024;spotify:track:60NDVF7fFIq13aO9rIN80c;0.0451;0.753;0.859;0.0796;0.0;0.119;0.921;-3.071;128.0;4;3;0;spotify:track:60NDVF7fFIq13aO9rIN80c;60NDVF7fFIq13aO9rIN80c
TUTA GOLD;Mahmood;08/02/2024 09:00;178458;654Jxp6rUFgPckixlIusRJ;78;178467;07/02/2024;spotify:track:654Jxp6rUFgPckixlIusRJ;0.104;0.722;0.592;0.0805;9.89e-06;0.293;0.552;-6.161;81.989;4;4;0;spotify:track:4544onOpxe51skG7KWeohk;4544onOpxe51skG7KWeohk
Fino a qui;Alessandra Amoroso;08/02/2024 08:57;232213;37WCMrX9XnmmPCMY0aqZjo;67;232309;07/02/2024;spotify:track:37WCMrX9XnmmPCMY0aqZjo;0.249;0.605;0.546;0.0369;0.0;0.0899;0.224;-5.52;130.065;4;8;1;spotify:track:37WCMrX9XnmmPCMY0aqZjo;37WCMrX9XnmmPCMY0aqZjo
La noia;Angelina Mango;08/02/2024 08:53;189051;49R1F3rIdSzuPk7AcHi6d1;79;189124;07/02/2024;spotify:track:49R1F3rIdSzuPk7AcHi6d1;0.131;0.68;0.871;0.0851;4.85e-05;0.056;0.677;-3.349;112.094;4;2;0;spotify:track:49R1F3rIdSzuPk7AcHi6d1;49R1F3rIdSzuPk7AcHi6d1
I P’ ME, TU P’ TE;Geolier;08/02/2024 08:50;187846;3j1453KrdHjw7y4gnBj7nF;80;187881;07/02/2024;spotify:track:3j1453KrdHjw7y4gnBj7nF;0.0332;0.823;0.738;0.101;3.26e-05;0.0671;0.892;-4.135;114.036;4;7;0;spotify:track:37L7CN8VlbcLZIpWLG2QiU;37L7CN8VlbcLZIpWLG2QiU
Sinceramente;Annalisa;08/02/2024 08:46;215503;2O7jON0xYyTaSkWj9wZXCJ;76;215714;07/02/2024;spotify:track:2O7jON0xYyTaSkWj9wZXCJ;0.636;0.741;0.747;0.0495;0.000871;0.179;0.786;-6.924;123.055;4;9;0;spotify:track:654Jxp6rUFgPckixlIusRJ;654Jxp6rUFgPckixlIusRJ
Piume;Leo Gassmann;07/02/2024 20:53;1066;7BRAnTqF6QSoyVRKx6wAKD;29;197232;23/11/2018;spotify:track:7BRAnTqF6QSoyVRKx6wAKD;0.103;0.466;0.683;0.0325;0.0;0.0756;0.204;-5.35;78.045;4;2;1;spotify:track:7BRAnTqF6QSoyVRKx6wAKD;7BRAnTqF6QSoyVRKx6wAKD
Terzo Cuore;Leo Gassmann;07/02/2024 20:48;19200;3WbpTinnlotDTs3uXwVrP7;42;217876;08/02/2023;spotify:track:3WbpTinnlotDTs3uXwVrP7;0.0781;0.639;0.728;0.0664;0.0;0.0544;0.475;-4.388;101.942;4;0;1;spotify:track:3WbpTinnlotDTs3uXwVrP7;3WbpTinnlotDTs3uXwVrP7
Piume;Leo Gassmann;07/02/2024 20:48;938;7BRAnTqF6QSoyVRKx6wAKD;29;197232;23/11/2018;spotify:track:7BRAnTqF6QSoyVRKx6wAKD;0.103;0.466;0.683;0.0325;0.0;0.0756;0.204;-5.35;78.045;4;2;1;spotify:track:7BRAnTqF6QSoyVRKx6wAKD;7BRAnTqF6QSoyVRKx6wAKD
Thunder;Gabry Ponte;04/02/2024 00:03;52035;4lzGdshpfZVD1TAsRCr1eT;58;160000;07/05/2021;spotify:track:4lzGdshpfZVD1TAsRCr1eT;0.0335;0.67;0.896;0.0649;2.56e-05;0.346;0.388;-4.671;101.228;3;1;1;spotify:track:4lzGdshpfZVD1TAsRCr1eT;4lzGdshpfZVD1TAsRCr1eT
Chemical;Post Malone;04/02/2024 00:02;4133;5w40ZYhbBMAlHYNDaVJIUu;81;184013;14/04/2023;spotify:track:5w40ZYhbBMAlHYNDaVJIUu;0.00154;0.49;0.88;0.0435;0.0;0.103;0.392;-4.856;169.949;4;2;1;spotify:track:5w40ZYhbBMAlHYNDaVJIUu;5w40ZYhbBMAlHYNDaVJIUu
The Sound Of Space;Enrico Sangiuliano;04/02/2024 00:01;201618;14TuzmPfCgJpFnW3mCPknM;44;498461;30/09/2022;spotify:track:14TuzmPfCgJpFnW3mCPknM;0.00699;0.708;0.892;0.0543;0.823;0.0789;0.157;-7.446;130.0;4;7;1;spotify:track:14TuzmPfCgJpFnW3mCPknM;14TuzmPfCgJpFnW3mCPknM
On The Floor;Jennifer Lopez;03/02/2024 23:58;27585;0Oe49j06Bjrxs8PltuVeaW;75;230906;01/01/2011;spotify:track:0Oe49j06Bjrxs8PltuVeaW;0.0848;0.758;0.686;0.0792;0.00133;0.142;0.444;-6.346;130.008;4;11;1;spotify:track:0Oe49j06Bjrxs8PltuVeaW;0Oe49j06Bjrxs8PltuVeaW
Just Dance;Lady Gaga;03/02/2024 23:53;27771;1dzQoRqT5ucxXVaAhTcT0J;80;241933;01/01/2008;spotify:track:1dzQoRqT5ucxXVaAhTcT0J;0.0264;0.822;0.739;0.0311;4.28e-05;0.181;0.745;-4.541;118.99;4;1;0;spotify:track:1dzQoRqT5ucxXVaAhTcT0J;1dzQoRqT5ucxXVaAhTcT0J
La Notte Vola - RMX (feat. Lorella Cuccarini);Olly;03/02/2024 23:52;142714;7MXfWsAPAFvAuUWid9UxU0;51;142714;10/02/2023;spotify:track:7MXfWsAPAFvAuUWid9UxU0;0.232;0.645;0.708;0.173;0.0;0.0949;0.593;-6.324;139.979;4;1;1;spotify:track:7MXfWsAPAFvAuUWid9UxU0;7MXfWsAPAFvAuUWid9UxU0
Rude Boy;Rihanna;03/02/2024 23:52;11895;60jzFy6Nn4M0iD1d94oteF;78;222920;20/11/2009;spotify:track:60jzFy6Nn4M0iD1d94oteF;0.113;0.563;0.75;0.127;0.0;0.0788;0.812;-4.496;173.909;4;11;1;spotify:track:60jzFy6Nn4M0iD1d94oteF;60jzFy6Nn4M0iD1d94oteF
Balada;Gusttavo Lima;03/02/2024 23:48;3250;0O13EyQvISUcBAHdU4X3px;42;228093;2011;spotify:track:0O13EyQvISUcBAHdU4X3px;0.21;0.751;0.887;0.109;0.0;0.0909;0.747;-5.5;128.012;4;11;0;spotify:track:0O13EyQvISUcBAHdU4X3px;0O13EyQvISUcBAHdU4X3px
Come mai;883;03/02/2024 23:45;153716;0gkV0FyCdrJqwyrFW7NsEQ;62;257920;1993;spotify:track:0gkV0FyCdrJqwyrFW7NsEQ;0.69;0.565;0.651;0.0259;0.0;0.0962;0.531;-6.369;146.833;4;5;1;spotify:track:0gkV0FyCdrJqwyrFW7NsEQ;0gkV0FyCdrJqwyrFW7NsEQ
Running Up That Hill (A Deal With God);Kate Bush;03/02/2024 22:31;269075;1PtQJZVZIdWIYdARpZRDFO;82;298933;16/09/1985;spotify:track:1PtQJZVZIdWIYdARpZRDFO;0.719;0.629;0.545;0.0546;0.00308;0.0604;0.194;-13.123;108.376;4;10;0;spotify:track:1PtQJZVZIdWIYdARpZRDFO;1PtQJZVZIdWIYdARpZRDFO
Single Soon;Selena Gomez;03/02/2024 22:26;171655;6iF4RgIjDvDqyW13PezSj3;78;171655;25/08/2023;spotify:track:6iF4RgIjDvDqyW13PezSj3;0.00863;0.61;0.571;0.0782;0.0;0.131;0.747;-5.649;105.01;4;2;1;spotify:track:6iF4RgIjDvDqyW13PezSj3;6iF4RgIjDvDqyW13PezSj3
Fuori è notte;Il Tre;03/02/2024 22:24;172875;0gbl0gHhh40FudCySvWJNR;48;172875;24/09/2021;spotify:track:0gbl0gHhh40FudCySvWJNR;0.3;0.527;0.741;0.131;0.0;0.191;0.492;-5.362;80.696;4;10;1;spotify:track:0gbl0gHhh40FudCySvWJNR;0gbl0gHhh40FudCySvWJNR
SIMPLY THE BEST;Black Eyed Peas;03/02/2024 22:14;236190;3LBBSmoGHWC91u754Tp21C;57;236190;28/10/2022;spotify:track:3LBBSmoGHWC91u754Tp21C;0.204;0.871;0.789;0.13;2.76e-05;0.122;0.646;-6.045;126.012;4;1;0;spotify:track:3LBBSmoGHWC91u754Tp21C;3LBBSmoGHWC91u754Tp21C
Hot Summer Night (Oh La La La);David Tavaré;03/02/2024 22:10;186000;3lVoMDiuzWhYjnfU062PWJ;59;186000;29/12/2008;spotify:track:3lVoMDiuzWhYjnfU062PWJ;0.0175;0.615;0.949;0.0463;4.72e-05;0.332;0.555;-1.682;127.021;4;5;0;spotify:track:3lVoMDiuzWhYjnfU062PWJ;3lVoMDiuzWhYjnfU062PWJ
Extasi;Fred De Palma;03/02/2024 22:07;156572;6ojrj2NSj3EkMm05yiuaMG;62;157846;17/06/2022;spotify:track:6ojrj2NSj3EkMm05yiuaMG;0.0508;0.859;0.776;0.0749;1.07e-06;0.0263;0.222;-4.028;130.008;4;0;1;spotify:track:6ojrj2NSj3EkMm05yiuaMG;6ojrj2NSj3EkMm05yiuaMG
bellissimissima <3;Alfa;03/02/2024 22:02;92740;2qrCResILkL1JFeRBrv3qA;71;157031;12/05/2023;spotify:track:2qrCResILkL1JFeRBrv3qA;0.144;0.734;0.841;0.186;0.0;0.359;0.951;-4.501;101.853;4;10;0;spotify:track:2qrCResILkL1JFeRBrv3qA;2qrCResILkL1JFeRBrv3qA
Mwaki;Zerb;03/02/2024 22:01;98104;5KTZgG84bKFGm53lhLtTqc;82;208135;27/10/2023;spotify:track:5KTZgG84bKFGm53lhLtTqc;0.201;0.847;0.637;0.0587;0.201;0.121;0.0509;-8.751;120.033;4;7;0;spotify:track:5KTZgG84bKFGm53lhLtTqc;5KTZgG84bKFGm53lhLtTqc
CON GLI STESSI OCCHI;Irama;02/02/2024 21:40;84227;1ldawn4GuWjXDI48y9ALiy;36;172888;07/07/2023;spotify:track:1ldawn4GuWjXDI48y9ALiy;0.154;0.515;0.75;0.122;0.0;0.414;0.711;-5.279;180.043;4;1;1;spotify:track:1ldawn4GuWjXDI48y9ALiy;1ldawn4GuWjXDI48y9ALiy
PRECIPITO;Irama;02/02/2024 21:38;189467;4pda3K35ZY27nRYqcozYeH;40;189467;07/07/2023;spotify:track:4pda3K35ZY27nRYqcozYeH;0.14;0.71;0.562;0.0328;0.0;0.12;0.496;-4.757;121.924;4;7;0;spotify:track:4pda3K35ZY27nRYqcozYeH;4pda3K35ZY27nRYqcozYeH
URLAMI ADDOSSO;Irama;02/02/2024 21:35;196800;7ybQSclKboLyYQo4mUJCTP;37;196800;07/07/2023;spotify:track:7ybQSclKboLyYQo4mUJCTP;0.00182;0.591;0.847;0.0997;0.0;0.457;0.203;-4.16;99.895;4;4;0;spotify:track:7ybQSclKboLyYQo4mUJCTP;7ybQSclKboLyYQo4mUJCTP
UN’ALTRA BUGIA;Irama;02/02/2024 21:32;184724;5h6gyDtdIyh0NADOPK8PLW;46;184724;07/07/2023;spotify:track:5h6gyDtdIyh0NADOPK8PLW;0.108;0.769;0.735;0.0392;0.0;0.259;0.398;-3.912;127.067;4;1;0;spotify:track:5h6gyDtdIyh0NADOPK8PLW;5h6gyDtdIyh0NADOPK8PLW
SULLA PELLE;Irama;02/02/2024 21:24;194127;5eCfVN860RQqLMz0MB37Y5;50;170552;07/07/2023;spotify:track:5eCfVN860RQqLMz0MB37Y5;0.0074;0.593;0.88;0.0631;0;0.115;0.35;-3.309;93.025;4;7;1;spotify:track:5eCfVN860RQqLMz0MB37Y5;5eCfVN860RQqLMz0MB37Y5
IL BENE NEL MALE;Madame;02/02/2024 21:21;54636;1r2uadbNnJrNjuupsFGXJJ;58;213143;30/03/2023;spotify:track:1r2uadbNnJrNjuupsFGXJJ;0.234;0.833;0.708;0.0573;0.0587;0.0973;0.603;-8.511;119.003;4;3;0;spotify:track:1r2uadbNnJrNjuupsFGXJJ;1r2uadbNnJrNjuupsFGXJJ
IL BENE NEL MALE;Madame;02/02/2024 21:21;2776;1r2uadbNnJrNjuupsFGXJJ;58;213143;30/03/2023;spotify:track:1r2uadbNnJrNjuupsFGXJJ;0.234;0.833;0.708;0.0573;0.0587;0.0973;0.603;-8.511;119.003;4;3;0;spotify:track:1r2uadbNnJrNjuupsFGXJJ;1r2uadbNnJrNjuupsFGXJJ
Tutto con te;Olly;02/02/2024 21:21;856;7lT1FcTvo0yrfpQD2Vs2XR;51;158400;10/02/2023;spotify:track:7lT1FcTvo0yrfpQD2Vs2XR;0.276;0.554;0.66;0.165;0.0;0.159;0.863;-6.694;150.065;4;8;1;spotify:track:7lT1FcTvo0yrfpQD2Vs2XR;7lT1FcTvo0yrfpQD2Vs2XR
Paradise;MEDUZA;01/02/2024 19:27;167903;6ft4hAq6yde8jPZY2i5zLr;70;167903;30/10/2020;spotify:track:6ft4hAq6yde8jPZY2i5zLr;0.0689;0.632;0.595;0.0401;0;0.209;0.435;-7.644;124.114;4;8;0;spotify:track:6ft4hAq6yde8jPZY2i5zLr;6ft4hAq6yde8jPZY2i5zLr
I'm Good (Blue);David Guetta;01/02/2024 19:24;175238;1LLmT2hZ415NaAz1cmZCBM;44;163000;29/09/2022;spotify:track:1LLmT2hZ415NaAz1cmZCBM;0.0545;0.642;0.927;0.03;0.000739;0.254;0.407;-4.207;128.074;4;7;0;spotify:track:1LLmT2hZ415NaAz1cmZCBM;1LLmT2hZ415NaAz1cmZCBM
Lay Low;Tiësto;01/02/2024 19:18;153442;0zKbDrEXKpnExhGQRe9dxt;77;153442;06/01/2023;spotify:track:0zKbDrEXKpnExhGQRe9dxt;0.0645;0.555;0.884;0.213;8.18e-05;0.349;0.42;-4.424;121.906;4;1;0;spotify:track:0zKbDrEXKpnExhGQRe9dxt;0zKbDrEXKpnExhGQRe9dxt
Give It To Me;Timbaland;01/02/2024 19:13;234026;0wbDgMuAoy7O7pL3a69uZx;76;234026;02/04/2007;spotify:track:0wbDgMuAoy7O7pL3a69uZx;0.168;0.975;0.711;0.0632;0.000552;0.0799;0.815;-3.904;110.621;4;8;1;spotify:track:0wbDgMuAoy7O7pL3a69uZx;0wbDgMuAoy7O7pL3a69uZx
Praising You (feat. Fatboy Slim);Rita Ora;01/02/2024 19:10;164693;1M8U7UHu9rhwumTu8IrqeD;71;164693;14/07/2023;spotify:track:1M8U7UHu9rhwumTu8IrqeD;0.07;0.689;0.788;0.084;0;0.246;0.656;-4.978;122.968;4;8;1;spotify:track:1M8U7UHu9rhwumTu8IrqeD;1M8U7UHu9rhwumTu8IrqeD
High Hopes;Panic! At The Disco;01/02/2024 19:04;190946;1rqqCSm0Qe4I9rUvWncaom;83;190946;22/06/2018;spotify:track:1rqqCSm0Qe4I9rUvWncaom;0.193;0.579;0.904;0.0618;0.0;0.064;0.681;-2.729;82.014;4;5;1;spotify:track:1rqqCSm0Qe4I9rUvWncaom;1rqqCSm0Qe4I9rUvWncaom
Without You (feat. Sandro Cavazza);Avicii;01/02/2024 18:57;181672;6Pgkp4qUoTmJIPn7ReaGxL;79;181672;10/08/2017;spotify:track:6Pgkp4qUoTmJIPn7ReaGxL;0.00163;0.662;0.858;0.0428;0.0;0.0456;0.295;-4.844;133.993;4;2;1;spotify:track:6Pgkp4qUoTmJIPn7ReaGxL;6Pgkp4qUoTmJIPn7ReaGxL
BAILAR CONTIGO;Black Eyed Peas;01/02/2024 18:54;223352;2GdHCkeAycTJ1RgMlptaRE;60;223352;09/11/2022;spotify:track:2GdHCkeAycTJ1RgMlptaRE;0.305;0.824;0.772;0.0574;0.387;0.0912;0.508;-5.234;125.01;4;1;1;spotify:track:2GdHCkeAycTJ1RgMlptaRE;2GdHCkeAycTJ1RgMlptaRE
Bad Memories (feat. Elley Duhé & FAST BOY);MEDUZA;01/02/2024 18:51;148629;3rb0tMq42WfggucPm0HHkA;75;148629;22/07/2022;spotify:track:3rb0tMq42WfggucPm0HHkA;0.118;0.607;0.767;0.0474;0.0;0.122;0.662;-6.069;123.998;3;5;0;spotify:track:3rb0tMq42WfggucPm0HHkA;3rb0tMq42WfggucPm0HHkA
Phone;MEDUZA;01/02/2024 18:48;155076;4Y3xYddcLDgr2qm0xVdGgW;69;155076;13/10/2023;spotify:track:4Y3xYddcLDgr2qm0xVdGgW;0.06;0.651;0.604;0.0602;0.0;0.302;0.408;-7.896;130.029;4;3;0;spotify:track:4Y3xYddcLDgr2qm0xVdGgW;4Y3xYddcLDgr2qm0xVdGgW
Lean On (feat. MØ & DJ Snake);Major Lazer;01/02/2024 18:46;176561;2YWjW3wwQIBLNhxWKBQd16;82;176561;27/11/2015;spotify:track:2YWjW3wwQIBLNhxWKBQd16;0.00346;0.723;0.809;0.0625;0.00123;0.565;0.274;-3.081;98.007;4;7;0;spotify:track:2YWjW3wwQIBLNhxWKBQd16;2YWjW3wwQIBLNhxWKBQd16
After Love (Part 1);Jennifer Lopez;01/02/2024 18:43;165050;68ZolUi1wARFSDGQCeybgy;49;165050;04/02/2022;spotify:track:68ZolUi1wARFSDGQCeybgy;0.107;0.685;0.446;0.0512;0;0.101;0.285;-8.674;112.811;4;1;0;spotify:track:68ZolUi1wARFSDGQCeybgy;68ZolUi1wARFSDGQCeybgy
The Nights;Avicii;01/02/2024 18:40;176658;0ct6r3EGTcMLPtrXHDvVjc;85;176658;01/01/2014;spotify:track:0ct6r3EGTcMLPtrXHDvVjc;0.0166;0.527;0.835;0.0433;0.0;0.249;0.654;-5.298;125.983;4;6;1;spotify:track:0ct6r3EGTcMLPtrXHDvVjc;0ct6r3EGTcMLPtrXHDvVjc
Ophelia;The Lumineers;01/02/2024 18:37;160097;7gUvAzKQ651eGm16AqcTbP;77;160097;05/02/2024;spotify:track:7gUvAzKQ651eGm16AqcTbP;0.613;0.664;0.573;0.0277;0.000363;0.0857;0.566;-6.519;76.02;4;5;1;spotify:track:7gUvAzKQ651eGm16AqcTbP;7gUvAzKQ651eGm16AqcTbP
Hey Ma (with Pitbull & J Balvin feat. Camila Cabello);Pitbull;01/02/2024 18:34;194880;6DRGwsUFQrNerxRexK7KMB;65;194880;10/03/2017;spotify:track:6DRGwsUFQrNerxRexK7KMB;0.0243;0.694;0.957;0.171;3.4e-06;0.108;0.505;-3.115;106.002;4;9;0;spotify:track:6DRGwsUFQrNerxRexK7KMB;6DRGwsUFQrNerxRexK7KMB
